SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.113509275,30.3,0.00000238,0.7,41.66,4.645860901,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.591760035,36.33,0.00000181,0.91,35.77,4.097242657,1
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.442492798,38.12,0.0000016,1.05,33.88,3.948999612,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.853871964,42.9,0.00000139,1.19,29.1,5.236117481,1
CCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.37675071,40.1,0.00000147,1.13,31.9,4.849406992,1
CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.920818754,38,0.00000162,1.03,34,4.425397357,1
CCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.387216143,38,0.00000149,1.11,34,3.935818382,1
CCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.508638306,39.7,0.00000132,1.26,32.3,4.052698546,1
CCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.677780705,37.5,0.00000161,1.03,34.5,3.20362593,1
CCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.677780705,39.1,0.00000131,1.27,32.9,3.252736193,1
CCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,1.823908741,38,0.00000166,1,34,2.316328823,1
CCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,1.769551079,40.4,0.00000125,1.33,31.6,2.311381999,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,6,40.9,0.00000139,1.19,31.1,6.466255521,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.0132,41.9,0.00000139,1.19,30.1,5.437450519,8
CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.7447,39.6,0.00000138,1.2,32.4,4.269336386,8
CCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4,33.9,0.00000146,1.14,38.1,4.723838248,8
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.3872,39.7,0.00000135,1.23,32.3,3.919170012,8
CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.075720714,34.5,0.00000119,1.4,37.5,3.93435237,8
CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3,40,0.00000145,1.15,32,3.483202366,8
CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.113509275,39.5,0.0000013,1.28,32.5,2.674922281,8
CCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.2076,35,0.00000195,0.85,37,2.716614458,8
CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.381951903,39.7,0.00000128,1.3,32.3,2.943014026,8
CCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25,1.214670165,28.7,0.00000211,0.79,43.3,1.859417082,8
CCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.181114585,40.8,0.00000123,1.35,31.2,2.712768137,8
CCCCCCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,5.078313525,43,0.00000229,0.87,29,5.28,1
CCCCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.568636236,44.5,0.0000019,0.72,27.5,4.81,1
CCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,2.54668166,47.3,0.0000014,1.19,24.7,4.7,1
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.0269,34,0.00000202,0.82,38,3.547179776,8
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.2069084,37,0.00000131,1.26,35,4.14,2
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.410050399,36.5,0.000000785,2.12,35.5,4.71,2
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.400116928,43.9,0.00000104,1.8,28.1,5.91,2
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.614393726,34.5,0.000000947,1.75,37.5,4.73,2
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.477555766,34.8,0.000000813,2.04,37.2,4.63,2
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.299296283,33.6,0.0000014,1.6,38.4,4.39,2
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.148130399,30.6,0.000003,0.55,41.4,3.64,2
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.906928694,28.5,0.00000106,1.57,43.5,4.12,2
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.216811309,33.8,0.000000827,1.19,38.2,4,2
CCCCCCCCCC[N+](C)(C)CC(=O)COCCOCC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.066006836,32.6,0.00000147,1.33,39.4,3.86,2
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.769551079,47,0.000000417,3.98,25,3.22,2
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.187755303,48.3,0.000000519,2.01,23.7,3.54,2
CCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,2.99139982823808,55.2,0.000000802,2.07,,,2
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25,2.739451627,49.1,0.000000519,3.2,22.9,3.42,2
CCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,,3.15428198203334,52.2,0.000000519,3.2,,,2
CCCCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,25,3.88605664769316,29.4,0.0000063,,,4.72,2
CCCCCCCCCCN(CCC[N+](C)(C)CCCCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,25,3.09151498112135,28.5,0.00000128,,,4.19,2
CCCCCCCCN(CCC[N+](C)(C)CCCCCCCC)C(=[NH2+])N(C)C.[Cl-].[Cl-],gemini cationic,25,2.04479346245806,28.1,0.0000012,,,3.17,2
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.102372909,33.4,0.00000148,1.12,38.6,3.83615488,2
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.619788758,31.3,0.0000014,1.19,40.7,4.483081557,2
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.508638306,32.5,0.00000159,1.05,39.5,5.224704706,2
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,5.207608311,38.5,0.0000015,1.11,33.5,5.60172024,2
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,4.294136288,38,0.000000928,1.79,34,4.954764523,2
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,3.906578315,41.8,0.00000107,1.55,30.2,4.324017742,2
CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,2.761953897,37.9,0.00000103,1.61,34.1,3.361412172,2
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.408935393,48.37,0.00000067,2.49,23.6,5.725270673,2
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.935542011,41,0.00000088,1.89,30.97,4.665378918,2
CCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.229147988,38.6,0.00000091,1.83,33.37,3.088911906,2
CCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.393618635,38.5,0.00000108,1.53,33.47,3.123455542,2
CCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.266802735,32.3,0.00000153,1.09,39.7,3.8,2
CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.829738285,34.8,0.00000132,1.23,37.2,4.75,2
CCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.250263684,37.5,0.00000138,1.2,34.5,4.68,3
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,4.102372909,27.9,0.00000318,0.78,44.1,5.05,3
CCCCCCCCCCCCCCCC[NH+](CCCCC[NH+](CCCCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,4.045757491,30,0.00000284,0.88,42,5.02,3
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.180456064,27.9,0.00000197,1.26,44.1,4.9,3
CCCCCCCCCCCC[NH+](CCCCC[NH+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,2.855425792,30.7,0.00000207,1.2,41.3,4.02,3
CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,2.643974143,28,0.00000198,1.26,44,4.04,3
CCCCCCCCC[NH+](CCCCC[NH+](CCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,1.610833916,25.7,0.00000216,1.15,46.3,3.04,3
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,2.557520231,29,0.00000203,1.23,43,3.79,3
CCCCCCCC[NH+](CCCCC[NH+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,1.48148606,29.9,0.00000227,1.1,42.1,2.54,3
CCCCCCCCCCCCCCNC(=O)[C@@H]([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25,3.15490196,33,0.00000097,1.14,39,4.298563918,3
CCCCCCCCCCNC(=O)[C@@H]([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25,1.420216403,35,0.00000179,0.62,37,1.974729361,3
CCCCCCCCCCOC(=O)[C@@H]([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25,1.886056648,34,0.00000154,0.72,38,2.568501548,3
CCCCCCCCOC(=O)C([NH3+])CCCNC(N)[NH3+].[Cl-].[Cl-],gemini cationic,25,1.585026652,35,0.00000115,0.96,37,2.448138125,3
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.26760624,37.8,0.00000141,1.17,34.2,3.83,3
CCCCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.301029996,40.5,0.00000232,0.71,31.46,4.7,3
CCCCCCCCCCCCCCOc1ccc[n+](CCCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.431798276,39.6,0.00000262,0.63,32.4,4.82,3
CCCCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.568636236,41.6,0.0000027,0.61,30.36,4.89,3
CCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.721246399,37.8,0.00000185,0.9,34.13,4.38,3
CCCCCCCCCCCCOc1ccc[n+](CCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.769551079,37.3,0.00000186,0.89,34.75,4.47,3
CCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.853871964,38.8,0.00000207,0.82,33.23,4.41,3
CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,5.22184875,33,0.00000277,0.6,39,5.69,3
CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,5.515700161,23.5,0.00000237,0.7,48.5,6.19,3
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.500312917,35,0.00000237,0.7,37,5.8,3
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.543633967,32.7,0.00000332,0.5,39.3,5.97,3
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,6.148741651,39.1,0.00000554,0.3,32.9,6.27,3
CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,4.55129368,33,0.00000237,0.7,39,5.2,3
CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,4.469800302,33.5,0.00000166,1,38.5,5.3,3
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,4.659555885,34.3,0.00000138,1.2,37.7,5.42,3
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,4.273272791,31.5,0.00000166,1,40.5,5.42,3
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.663540266,40.8,0.00000415,0.4,31.2,5.74,3
CCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCC.[I-].[I-],gemini cationic,25,3.568636236,32,0.00000166,1,40,4.55,3
CCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCC.[I-].[I-],gemini cationic,25,3.576754126,32.2,0.00000138,1.2,39.8,4.46,3
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.779891912,35.2,0.00000111,1.5,36.8,4.52,3
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.595166283,32.2,0.00000166,1,39.8,4.57,3
CCCCCCCCCCOCC(COCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.681936665,39.6,0.00000104,1.6,32.4,4.46,3
CCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCC.[I-].[I-],gemini cationic,25,2.718966633,31.4,0.00000166,1,40.6,3.72,3
CCCCCCCCOCC(COCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,2.701146924,31.4,0.00000166,1,40.6,3.63,3
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCCCCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.420216403,43,0.00000064,2.59,29,5.2,3
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,5.37161107,44.8,0.000000945,1.42,26.38,5.6,3
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.796151536,46.1,0.000000803,3.1,25.08,4.22,3
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.950394387,44.7,0.000000995,2.61,26.48,4.37,3
CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,29.85,3.8224635,41,0.00000169,1.47,30.18,4.27,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.042488489,42.79,0.00000168,1.48,28.39,3.47,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.102647866,40.4,0.00000278,0.9,30.78,3.35,3
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.251811973,43.2,0.00000106,1.57,28.75,4.44,3
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.570409198,45.47,0.00000134,1.24,26.52,3.55,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,2.782779344,47.87,0.00000226,0.74,24.12,3.01,3
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.540607512,45,0.00000172,0.97,27,4.87,3
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,5.045757491,48,0.00000124,1.34,24,5.49,3
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.853871964,46,0.00000087,1.91,26,5.35,4
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.602059991,51.1,0.00000181,0.92,20.9,4.86,4
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.681936665,47,0.00000236,0.7,25,4.8,4
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.982966661,49,0.00000201,0.83,23,5.06,4
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.962573502,45,0.00000122,1.36,27,5.02,4
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.684029655,41.6,0.00000106,1.57,30.4,5.31,4
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.962573502,36,0.00000099,1.66,36,4.92,4
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.681936665,32,0.00000114,1.46,40,4.67,4
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.600326279,30.4,0.00000111,1.49,41.6,4.6,4
CCCCCCCCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,4.022276395,27.5,0.000000938,1.77,44.8,6.62,4
CCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,3.679853714,30.1,0.000000859,1.93,42.2,6.25,4
CCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,3.189767482,32.5,0.000000701,2.37,39.8,6.06,4
CCCCCCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc([N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,2.56066730616974,31.63,0.00000049,0.3406,40.17,,4
CCCCCCCCCCCC[N+](C)(C)CCN=Cc1ccc([N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,2.30627305107635,33.63,0.0000005,0.33438,38.17,,4
CCCCCCCC[N+](C)(C)CCN=Cc1ccc([N+](C)(C)CCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,2.1505805862031,36.67,0.00000051,0.32653,35.13,,4
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,4.341035157,36,0.00000069,2.44,36,5.7,4
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,4.292429824,49.1,0.00000049,1.77,22.9,4.49,4
CCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,3.261219442,35.4,0.00000099,1.68,36.6,4.29,4
