名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）
P2SURF单组分表面活性剂,CCCCCCSCC(O)C(O)C(O)CO,0.0,0.0,,0.011999999998684,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.07918125 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCSC1OC(=O)C(O)C1O,0.0,0.0,,0.0067000000046154,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.8260748 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCSCC(O)C(O)C(O)CO,0.0,0.0,,0.0011999999998684,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.07918125 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCSC1OC(=O)C(O)C1O,0.0,0.0,,0.0004799999995848,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.68124124 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O,0.0,0.0,,0.045000000023278,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.069999999997702,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.84509804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.0039999999969793,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.60205999 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.0,0.0,,0.0053000000048718,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.0,0.0,,0.0049999999961314,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.69897 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.0,0.0,,0.0069999999997702,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.84509804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOC1OC(CO)C(O)C(O)C1N,0.0,0.0,,0.0229999999990682,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.0,0.0,,0.0012999999990815,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0022999999999068,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.0,0.0,,0.0001400000001037,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0002500000001887,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,9.300000009552056e-06,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=0.968482949 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,3.300000000927876e-06,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=0.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.0,0.0,,3.199999997642849e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.50514998 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,5.400000002201201e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.73239376 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,0.0,0.0,,2.4000000015937224e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.38021124 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,3.600000001929029e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC(=O)N(C)CC(O)CO,0.0,0.0,,0.0002299999999906,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,0.0,0.0,,0.0003600000001929,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.0020000000015474,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.0,0.0,,0.0020000000015474,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.0001900000000206,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.2787536 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.0,0.0,,8.999999990895757e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.0,0.0,,2.000000001547426e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,0.0,0.0,,4.199999996151965e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.62324929 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0012999999990815,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0003100000001182,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,0.0,0.0,,0.0001699999998519,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0057000000042984,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.75587486 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0033000000009278,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,0.0004500000002327,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0,0.0,,6.800000004599626e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.83250891 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.0069000000041744,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.83884909 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,0.0,0.0,,0.0085000000055918,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.92941893 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOCCOCCOCCO,3.0,0.0,,0.1,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOCCOCCOCCO,3.0,0.0,,0.0005999999994699,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.77815125 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,6.0,0.0,,8.700000007640026e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.93951925 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,8.0,0.0,,0.0129999999908152,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,9.0,0.0,,0.0012999999990815,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCC[N+](C)(C)C,0.0,0.0,,0.1400000001037239,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0680000000459962,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.83250891 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0160000000126762,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.20411998 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0200000000154742,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.003600000001929,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0045000000023278,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0009800000006938,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.99122608 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0439999999507425,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.64345268 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0210000000128661,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0113999999911677,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.05690485 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0169999999851928,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0053000000048718,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0053000000048718,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0026999999990115,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.43136376 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0034999999971771,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.54406804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0012999999990815,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0006400000000237,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.80617997 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0008999999990895,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0002400000001593,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.38021124 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CC,0.0,0.0,,0.0140000000103723,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCC,0.0,0.0,,0.0074999999932355,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.87506126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCCCC,0.0,0.0,,0.0031000000011829,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC,0.0,0.0,,0.0010999999995992,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.04139268 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](CC)(CC)CC,0.0,0.0,,0.0031000000011829,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,0.0,0.0,,0.0021000000012866,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC,0.0,0.0,,0.0011999999998684,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.07918125 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,0.0,,0.0389999999976203,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.59106461 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,0.0,,0.0087999999969571,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94448267 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,0.0,,0.0020000000015474,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[NH2+]CCO,0.0,0.0,,0.045000000023278,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[NH+]CCO,0.0,0.0,,0.0360000000192902,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+]CCO,0.0,0.0,,0.025000000018879,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.0,0.0,,0.0018499999982832,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.26717173 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,0.0,0.0,,0.0001760000000753,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.24551267 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,0.0,0.0,,0.0019000000002063,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.2787536 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],0.0,0.0,,0.0014999999998076,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.17609126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.0430000000416256,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.63346846 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.0123999999953678,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.09342169 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.0109999999959924,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.04139268 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.0089000000072768,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94939001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.009300000009552,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.96848295 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0081999999927549,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.91381385 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0089000000072768,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94939001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0021000000012866,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOCCS(=O)(=O)[O-],1.0,0.0,,0.0158999999882679,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.20139712 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCOCCOS(=O)(=O)[O-],1.0,0.0,,0.003899999999762,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.59106461 converted to mol/L; https://github.com/sandialabs/P2SURF
